Recipe_id|Categoria|Nombre|Valoracion|Dificultad|Num_comensales|Tiempo|Tipo|Link_receta|Num_comentarios|Num_reviews|Fecha_modificacion|Ingredientes|parse_rate|total_ingredients|parsed_ingredients
73817|Recetas de Aperitivos y tapas|Receta de quesadillas de flor de calabaza||baja|6.0|45m|Plato principal|https://www.recetasgratis.net/receta-de-quesadillas-de-flor-de-calabaza-73817.html|0|0|2019-12-09|300 gramos de flor de calabaza fresca,½ kilogramo de tomate rojo picado,1½ piezas de cebolla blanca picada,2 dientes de ajo,200 gramos de queso de hebra,1 kilogramo de masa para tortilla de maíz,1 pizca de sal,1 pizca de pimienta,1 cucharada sopera de consomé de pollo en polvo,1 taza de aceite|1.0|10.0|10.0
73818|Recetas de Aperitivos y tapas|Receta de tacos campechanos||baja|6.0|30m|Entrante|https://www.recetasgratis.net/receta-de-tacos-campechanos-73818.html|0|0|2019-12-05|1 kilogramo de carne de cerdo (bistec),½ kilogramo de chorizo o longaniza,300 gramos de tocino,1 kilogramo de tortilla de maíz,2 piezas de cebolla blanca finamente picada,1 diente de ajo finamente picado,¼ taza de aceite vegetal,1 pizca de sal,1 pizca de pimienta|1.0|9.0|9.0
73816|Recetas de Aperitivos y tapas|Receta de enchiladas potosinas||baja|4.0|45m|Plato principal|https://www.recetasgratis.net/receta-de-enchiladas-potosinas-73816.html|0|0|2019-12-03|10 chiles anchos desvenados y sin semillas,1 cucharada sopera de mantequilla,¼ pieza de cebolla blanca picada,1½ tazas de queso fresco,½ kilogramo de masa de maíz,½ cucharada sopera de sal,1 cucharada sopera de caldo de pollo en polvo,1 taza de aceite para freír,1 diente de ajo,1 taza de aceite vegetal|1.0|10.0|10.0
73006|Recetas de Aperitivos y tapas|Receta de enchiladas mineras|4.0|baja|4.0|30m|Entrante|https://www.recetasgratis.net/receta-de-enchiladas-mineras-73006.html|1|4|2019-11-25|16 piezas de tortilla de maíz,250 gramos de manteca de cerdo,12 piezas de chile guajillo,1 diente de ajo,1 pizca de comino,½ cucharadita de orégano,400 gramos de queso ranchero,½ kilogramo de patatas picadas en cubos y cocidas,½ kilogramo de zanahoria picada en cubos y cocida,1 pizca de sal|1.0|10.0|10.0
73799|Recetas de Aperitivos y tapas|Receta de sarmale|4.4|media|2.0|1h 30m|Plato principal|https://www.recetasgratis.net/receta-de-sarmale-73799.html|5|4|2019-11-25|300 gramos de carne mixta (ternera y pollo),4 hojas de col rizada o repollo,1 vaso pequeño de arroz,1 taza de tomate casero,1 pellizco de pimienta negra molida,1 cucharadita de sal,2 cucharadas soperas de aceite de oliva,3 dientes de ajo,1 pieza de cebolla dulce (mediana),1 cucharadita de tomillo seco|1.0|10.0|10.0
73756|Recetas de Aperitivos y tapas|Receta de quiche de champiñones|4.0|baja|4.0|45m||https://www.recetasgratis.net/receta-de-quiche-de-champinones-73756.html|5|4|2019-11-20|1 lámina de hojaldre,250 gramos de champiñón,1 cebolla,2 huevos,150 mililitros de nata para cocinar,50 gramos de queso rallado,1 pizca de sal,1 chorro de aceite de oliva|1.0|8.0|8.0
73269|Recetas de Aperitivos y tapas|Receta de masa para tartas saladas|5.0|baja|4.0|45m|Plato principal|https://www.recetasgratis.net/receta-de-masa-para-tartas-saladas-73269.html|1|5|2019-08-29|180 gramos de harina de trigo,60 gramos de mantequilla fría,3 cucharadas soperas de agua fría,½ cucharada postre de sal|1.0|4.0|4.0
72928|Recetas de Aperitivos y tapas|Receta de tacos de pollo mexicanos|3.8|baja|4.0|30m||https://www.recetasgratis.net/receta-de-tacos-de-pollo-mexicanos-72928.html|4|8|2019-07-05|6 bistecs de pollo,12 tortillas de maíz,1 cebolla blanca picada,270 gramos de tomate rojo picado,1 taza de chile jalapeño picado,1 cucharada sopera de aceite vegetal líquido,1 pizca de sal,1 pizca de pimienta|1.0|8.0|8.0
72927|Recetas de Aperitivos y tapas|Receta de ceviche de atún|5.0|baja|5.0|15m|Entrante|https://www.recetasgratis.net/receta-de-ceviche-de-atun-72927.html|1|5|2019-07-05|3 latas de atún en agua,2 chile jalapeño picado,2 tazas de tomate rojo picado,1 cebolla blanca picada,1 taza de perejil picado,2 limones,1 pizca de sal,1 pizca de pimienta|1.0|8.0|8.0
72923|Recetas de Aperitivos y tapas|Receta de chimichanga mexicana original|3.0|baja|5.0|30m|Entrante|https://www.recetasgratis.net/receta-de-chimichanga-mexicana-original-72923.html|2|3|2019-07-04|20 tortillas de harina,500 gramos de carne picada de cerdo y vaca,3 tomates rojos picados,3 patatas finamente picadas,1½ cebolla blanca picada,2 chiles verdes jalapeños picados,3 zanahorias picadas,1 pizca de sal,1 pizca de pimienta,1 taza de aceite vegetal|1.0|10.0|10.0
72692|Recetas de Aperitivos y tapas|Receta de croquetas de acelga al horno|4.4|baja|4.0|45m|Entrante|https://www.recetasgratis.net/receta-de-croquetas-de-acelga-al-horno-72692.html|6|4|2019-05-22|1 manojo de acelgas,2 cucharadas soperas de mantequilla,2 cucharadas soperas de harina,1 pizca de sal,2 huevos,1 bolsa de pan rallado,300 mililitros de leche (1¼ tazas)|1.0|7.0|7.0
72311|Recetas de Aperitivos y tapas|Receta de croquetas de arroz al horno|3.8|baja|6.0|45m|Entrante|https://www.recetasgratis.net/receta-de-croquetas-de-arroz-al-horno-72311.html|4|8|2019-04-16|1 taza de arroz cocido,1 cebolla picada,3 dientes de ajo picados,2 cucharadas de piñones,3 tomates secos picados,1 taza de acelgas, espinacas o berros,1/2 taza de harina de trigo,1 taza de bebida vegetal de arroz,1 chorro de aceite,1 cucharadita de sal,1/2 cucharadita de nuez moscada,1/2 taza de pan rallado|1.0|13.0|13.0
72247|Recetas de Aperitivos y tapas|Receta de empanadillas de bonito caseras|3.7|baja|4.0|30m|Entrante|https://www.recetasgratis.net/receta-de-empanadillas-de-bonito-caseras-72247.html|3|7|2019-03-21|1 paquete de obleas de empanadillas,1 lata de bonito,1 huevo duro,1 bote de tomate frito,1 vaso de aceite|1.0|5.0|5.0
67262|Recetas de Aperitivos y tapas|Receta de jamón con chorreras|4.7|baja|2.0|30m|Entrante|https://www.recetasgratis.net/receta-de-jamon-con-chorreras-67262.html|4|7|2019-02-28|2 filetes de jamón de york,2 lonchas de queso,1 huevo duro,harina,cerveza,sal|1.0|6.0|6.0
72126|Recetas de Aperitivos y tapas|Receta de strudel de verduras|3.8|baja|4.0|45m|Entrante|https://www.recetasgratis.net/receta-de-strudel-de-verduras-72126.html|4|8|2019-02-27|1 masa de hojaldre,1 calabacín,1 zanahoria,1 puerro,1 brik de nata,1 huevo,sal,pimienta,1 manojo de espinacas,1 cebolla,(opcional pollo o gambas)|1.0|11.0|11.0
66092|Recetas de Aperitivos y tapas|Receta de trenza de hojaldre salada paso a paso|4.1|baja|4.0|30m|Entrante|https://www.recetasgratis.net/receta-de-trenza-de-hojaldre-salada-paso-a-paso-66092.html|10|1|2019-02-06|1 lámina de masa de hojaldre,1 cebolla,1 pimiento rojo,1 pimiento verde,sal,tomate natural triturado,3 filetes de pechuga de pollo picados,1 chorro de aceite de oliva virgen extra|1.0|8.0|8.0
65997|Recetas de Aperitivos y tapas|Receta de melocotones en almíbar rellenos|3.7|baja|3.0|10m|Entrante|https://www.recetasgratis.net/receta-de-melocotones-en-almibar-rellenos-65997.html|5|7|2019-01-10|1 lata de melocotón en almíbar,1/4 de lechuga.,1 paquete de surimi de pescado o palitos de cangrejo,1/2 aguacate,mayonesa al gusto|1.0|5.0|5.0
71629|Recetas de Aperitivos y tapas|Receta de tarta de salmón|4.5|baja|8.0|4h|Entrante|https://www.recetasgratis.net/receta-de-tarta-de-salmon-71629.html|2|5|2019-09-09|75 gramos de galletas saladas,50 gramos de mantequilla,100 gramos de salmón ahumado,100 gramos de queso de cabra,200 gramos de queso crema fresco tipo philadelphia,1 tarro de huevas de salmón o trucha,1 rama de cebollino para decorar|1.0|7.0|7.0
71598|Recetas de Aperitivos y tapas|Receta de champiñones rellenos de atún|3.0|baja|1.0|15m|Entrante|https://www.recetasgratis.net/receta-de-champinones-rellenos-de-atun-71598.html|0|3|2018-12-13|12 champiñón grandes,2 latas de atún en aceite pequeñas,1 cebolla,50 gramos de queso rallado (opcional),1 chorro de aceite de oliva,1 pizca de sal|1.0|6.0|6.0
71586|Recetas de Aperitivos y tapas|Receta de champiñones rellenos de gambas|4.0|baja|4.0|30m|Entrante|https://www.recetasgratis.net/receta-de-champinones-rellenos-de-gambas-71586.html|1|4|2018-12-11|16 champiñón,350 gramos de gambas peladas,2 dientes de ajos,4 cucharadas soperas de aceite de oliva,1 puñado de perejil|1.0|5.0|5.0
71577|Recetas de Aperitivos y tapas|Receta de rollitos de jamón y queso|4.0|baja|4.0|15m|Entrante|https://www.recetasgratis.net/receta-de-rollitos-de-jamon-y-queso-71577.html|1|4|2018-12-11|12 lonchas de jamón de york,12 lonchas de queso en lonchas,1 huevo,100 gramos de pan rallado,1 vaso de aceite|1.0|5.0|5.0
71547|Recetas de Aperitivos y tapas|Receta de empanadillas de carne al horno|5.0|baja|4.0|45m|Entrante|https://www.recetasgratis.net/receta-de-empanadillas-de-carne-al-horno-71547.html|4|5|2018-12-05|1 paquete de obleas de empanadillas,1 cebolla pequeña,1 bote de tomate frito,400 gramos de carne picada (ternera-cerdo),1 chorro de aceite,1 puñado de sal,1 unidad de huevo|1.0|7.0|7.0
65812|Recetas de Aperitivos y tapas|Receta de croquetas de queso blanco|3.5|baja|4.0|30m|Entrante|https://www.recetasgratis.net/receta-de-croquetas-de-queso-blanco-65812.html|7|5|2018-12-04|4 patatas medianas cocidas sin cáscara,200 gramos de queso blanco,1 huevo,25 gramos de pan rallado,sal,aceite|1.0|6.0|6.0
71354|Recetas de Aperitivos y tapas|Receta de paté de mejillones|4.0|baja|8.0|10m|Acompañamiento|https://www.recetasgratis.net/receta-de-pate-de-mejillones-71354.html|5|4|2018-11-12|1 lata pequeña de mejillones en escabeche,3 palitos de surimi,150 gramos de queso fresco tipo philadelphia|1.0|3.0|3.0
65485|Recetas de Aperitivos y tapas|Receta de champiñones rellenos de queso||baja|2.0|30m|Entrante|https://www.recetasgratis.net/receta-de-champinones-rellenos-de-queso-65485.html|0|0|2018-11-08|1 paquete de champiñón frescos,1 paquete de queso crema,1 puñado de tacos de pavo,queso cabrales,1 puñado de queso rallado|1.0|5.0|5.0
70862|Recetas de Aperitivos y tapas|Receta de setas rebozadas||baja|2.0|1h 30m|Entrante|https://www.recetasgratis.net/receta-de-setas-rebozadas-70862.html|0|0|2018-09-12|300 gramos de setas ostra,150 mililitros de leche de soja,75 mililitros de yogur de soja natural,1 chorro de zumo de limón,1 cucharadita de sal,150 gramos de harina de trigo,1 pizca de pimienta negra,1 cucharadita de pimentón ahumado,1 cucharadita de ajo en polvo,½ cucharadita de pimienta cayena,1 cucharadita de cebolla en polvo|1.0|11.0|11.0
70772|Recetas de Aperitivos y tapas|Receta de hojaldre relleno de champiñones|3.0|baja|4.0|30m|Entrante|https://www.recetasgratis.net/receta-de-hojaldre-relleno-de-champinones-70772.html|1|3|2018-09-03|1 lámina de masa de hojaldre (preferiblemente rectangular),300 gramos de champiñón frescos (u otro tipo de setas),1 cebolla,2 dientes de ajo,1 cucharada postre de tomillo,1 cucharada sopera de mantequilla,1 pizca de pimienta negra,1 pizca de sal,1 huevo (para pintar)|1.0|9.0|9.0
70669|Recetas de Aperitivos y tapas|Receta de pastel de champiñones al microondas||baja|4.0|30m||https://www.recetasgratis.net/receta-de-pastel-de-champinones-al-microondas-70669.html|0|0|2018-08-27|½ cebolla,12 champiñón,5 cucharadas soperas de harina de garbanzos,5 cucharadas soperas de agua,½ cucharadita de sal kala namak,1 cucharada sopera de aceite de oliva,½ puerro,1 cucharada sopera de fécula de maíz,1 puñado de piñones,1 pizca de sal|1.0|10.0|10.0
70648|Recetas de Aperitivos y tapas|Receta de hojaldre relleno de queso de cabra|4.0|baja|6.0|30m|Entrante|https://www.recetasgratis.net/receta-de-hojaldre-relleno-de-queso-de-cabra-70648.html|2|4|2018-08-23|1 lámina de masa de hojaldre en forma rectangular,1 barra de queso de cabra,1 chorro de miel,1 puñado de nueces picadas,aceite o mantequilla|1.0|5.0|5.0
70472|Recetas de Aperitivos y tapas|Receta de paté de atún con queso crema|4.5|baja|4.0|10m|Entrante|https://www.recetasgratis.net/receta-de-pate-de-atun-con-queso-crema-70472.html|4|5|2018-08-02|1 lata de atún al natural,½ paquete de queso crema light (150 g),2 cucharadas soperas de perejil picado,1 cucharada sopera de aceite de oliva (opcional),1 pizca de pimienta negra,1 pizca de sal|1.0|6.0|6.0
70424|Recetas de Aperitivos y tapas|Receta de empanadas de jamón, queso y choclo||baja|8.0|30m|Entrante|https://www.recetasgratis.net/receta-de-empanadas-de-jamon-queso-y-choclo-70424.html|0|0|2018-07-27|2 láminas de masa de hojaldre,4 lonchas de jamón de york (dulce),4 lonchas de queso,1 lata de choclo o maíz dulce,1 huevo|1.0|5.0|5.0
69399|Recetas de Aperitivos y tapas|Receta de hojaldre relleno de pollo al ajillo||baja|4.0|1h 30m|Plato principal|https://www.recetasgratis.net/receta-de-hojaldre-relleno-de-pollo-al-ajillo-69399.html|0|0|2018-05-25|8 dientes de ajos,500 gramos de contramuslos de pollo deshuesado,4 cucharadas soperas de aceite de oliva,1 rama de romero,1 mililitro de vino tinto dulce,1 pizca de sal,1 pieza de pimienta negra recién molida,1 lámina de hojaldre,1 huevo batido|1.0|9.0|9.0
69609|Recetas de Aperitivos y tapas|Receta de quiche de salmón y puerros|5.0|media|4.0|45m|Plato principal|https://www.recetasgratis.net/receta-de-quiche-de-salmon-y-puerros-69609.html|5|5|2018-05-23|200 gramos de harina integral (1⅓ tazas),85 gramos de mantequilla blanda,50 mililitros de agua,1 cucharada postre de sal,500 gramos de salmón,1 puerro,2 tomates,4 huevos,1 crema de leche,2 ramas de romero,1 cucharada sopera de aceite de oliva,150 gramos de queso mozzarella rallado,1 pizca de pimienta negra,1 pizca de sal|1.0|14.0|14.0
69109|Recetas de Aperitivos y tapas|Receta de empanadillas con harina de avena||baja|2.0|30m|Entrante|https://www.recetasgratis.net/receta-de-empanadillas-con-harina-de-avena-69109.html|0|0|2018-05-02|1 taza de harina de avena integral,100 mililitros de agua caliente,1 cucharada postre de sal (rasa),1 cucharada sopera de mantequilla,pollo desmenuzado frito o hervido al gusto,crema de queso o queso light al gusto,1 huevo batido para pintar|1.0|7.0|7.0
68693|Recetas de Aperitivos y tapas|Receta de pastel de espinacas y queso|3.5|baja|4.0|45m|Entrante|https://www.recetasgratis.net/receta-de-pastel-de-espinacas-y-queso-68693.html|5|5|2018-05-02|1 paquete de espinacas congeladas o frescas,3 unidades de huevos,200 mililitros de leche evaporada,4 cucharadas soperas de queso batido bajo en grasa,100 gramos de queso rallado (opcional),1 pizca de sal,1 pizca de pimienta,1 chorro de aceite|1.0|8.0|8.0
68702|Recetas de Aperitivos y tapas|Receta de crema de calabaza y cacao||baja|4.0|30m|Desayuno|https://www.recetasgratis.net/receta-de-crema-de-calabaza-y-cacao-68702.html|0|0|2018-05-02|300 gramos de calabaza,6 dátiles,3 cucharadas soperas de cacao puro,3 cucharadas soperas de leche de almendra,½ cucharadita de extracto de vainilla|1.0|5.0|5.0
68335|Recetas de Aperitivos y tapas|Receta de crema de cacahuete casera sin azúcar|5.0|baja|1.0|15m|Merienda|https://www.recetasgratis.net/receta-de-crema-de-cacahuete-casera-sin-azucar-68335.html|5|5|2018-04-25|3 tazas de cacahuetes sin sal (tostados o no),1 cucharadita de sal (opcional)|1.0|2.0|2.0
67805|Recetas de Aperitivos y tapas|Receta de croquetas de pollo y huevo duro|5.0|baja|8.0|2h 30m|Entrante|https://www.recetasgratis.net/receta-de-croquetas-de-pollo-y-huevo-duro-67805.html|2|5|2018-04-20|2 huevos,300 gramos de pollo asado,75 gramos de harina,800 mililitros de leche fría,3 cucharadas soperas de aceite,1 pizca de sal,1 pizca de nuez moscada,75 gramos de harina,3 huevos,300 gramos de pan rallado|1.0|10.0|10.0
68047|Recetas de Aperitivos y tapas|Receta de panqueques para canelones||baja|4.0|15m|Entrante|https://www.recetasgratis.net/receta-de-panqueques-para-canelones-68047.html|0|0|2019-12-16|250 gramos de harina de trigo o maicena,2 huevos,1 cucharada postre de aceite vegetal,1 pizca de sal,300 mililitros de leche o bebida vegetal,1 trozo de mantequilla|1.0|6.0|6.0
67993|Recetas de Aperitivos y tapas|Receta de empanada de atún fácil y rápida|4.0|baja|4.0|45m|Plato principal|https://www.recetasgratis.net/receta-de-empanada-de-atun-facil-y-rapida-67993.html|2|4|2019-07-25|2 láminas de masa de hojaldre rectangular,1 bote de tomate frito,4 latas pequeñas de atún en aceite,3 huevos duros,1 huevo para pintar la masa|1.0|5.0|5.0
67758|Recetas de Aperitivos y tapas|Receta de rollitos de pan de molde con jamón de york||baja|4.0|30m|Cena|https://www.recetasgratis.net/receta-de-rollitos-de-pan-de-molde-con-jamon-york-67758.html|0|0|2018-03-29|8 rodajas de jamón de york (unos 250 gramos),100 gramos de mantequilla a temperatura ambiente,10 mililitros de mostaza francesa,8 rebanadas de pan bimbo sin corteza,1 lechuga|1.0|5.0|5.0
67766|Recetas de Aperitivos y tapas|Receta de croquetas de boniato veganas|4.5|baja|4.0|45m|Entrante|https://www.recetasgratis.net/receta-de-croquetas-de-boniato-veganas-67766.html|2|5|2018-03-29|2 unidades de boniato dulce,2 unidades de zucchini o calabacín grande,½ cucharadita de sal,1 pizca de pimienta,½ taza de pan rallado|1.0|5.0|5.0
67735|Recetas de Aperitivos y tapas|Receta de champiñones a la crema||baja|4.0|30m|Acompañamiento|https://www.recetasgratis.net/receta-de-champinones-a-la-crema-67735.html|0|0|2018-03-28|350 gramos de champiñón,25 gramos de mantequilla,1 cebolla,1 vaso de nata o crema de leche,zumo de medio limón,½ cucharadita de pimentón dulce,½ cucharadita de sal,1 pizca de pimienta negra molida,1 pizca de nuez moscada rallada|1.0|9.0|9.0
67740|Recetas de Aperitivos y tapas|Receta de croquetas de ternera guisada|5.0|media|5.0|24h|Entrante|https://www.recetasgratis.net/receta-de-croquetas-de-ternera-guisada-67740.html|1|5|2018-03-28|200 gramos de carne de ternera guisada,1 cebolla mediana,2 cucharadas soperas de aceite de oliva,8 cucharadas soperas de harina,1 litro de leche,sal al gusto,2 huevos,100 gramos de pan rallado (aproximadamente),aceite de girasol para freír|1.0|9.0|9.0
67458|Recetas de Aperitivos y tapas|Receta de enchiladas vegetarianas con alubias y arroz||baja|2.0|1h 30m|Plato principal|https://www.recetasgratis.net/receta-de-enchiladas-vegetarianas-con-frijoles-y-arroz-67458.html|0|0|2018-03-15|4 tortillas de maíz o de trigo,2 tazas de arroz cocido (350 gramos),2 tazas de alubias rojos cocidos,1 cebolla,2 dientes de ajo,1 taza de maíz dulce,1 tallo de apio,2 cucharadas soperas de aceite,2 tazas de tomate triturado,2 cucharadas soperas de azúcar moreno,½ cucharadita de sal,1 cucharadita de pimentón dulce,1 trozo de seitán (pequeño),1 taza de queso rallado (yo uso queso vegano),1 chile picante (opcional)|1.0|15.0|15.0
66977|Recetas de Aperitivos y tapas|Receta de quesadillas de pavo y queso|5.0|baja|2.0|10m|Cena|https://www.recetasgratis.net/receta-de-quesadillas-de-pavo-y-queso-66977.html|3|5|2018-03-01|8 lonchas de pechuga de pavo,30 gramos de queso brie,4 tortillas de trigo,2 cucharaditas de mermelada de fresa o arándanos,2 cucharaditas de salsa de mango|1.0|5.0|5.0
65581|Recetas de Aperitivos y tapas|Receta de setas salteadas con ajo y jamón serrano|5.0|baja|2.0|45m|Plato principal|https://www.recetasgratis.net/receta-de-setas-salteadas-con-ajo-y-jamon-serrano-65581.html|2|5|2018-02-18|550 gramos de setas variadas,250 gramos de champiñón,125 gramos de jamón serrano,2 huevos,1 chorro de aceite oliva virgen extra,1 cucharada postre de pimentón dulce ahumado,1 pizca de sal,1 vaso pequeño de vino blanco,1 pizca de pimienta negra molida,2 dientes de ajo|1.0|10.0|10.0
66345|Recetas de Aperitivos y tapas|Receta de pastel de pan de molde con jamón de york y queso al horno|4.5|baja|6.0|45m|Plato principal|https://www.recetasgratis.net/receta-de-pastel-de-pan-de-molde-con-jamon-york-y-queso-al-horno-66345.html|4|5|2018-02-11|12 rebanadas de pan de molde,12 lonchas de jamón de york,8 lonchas de queso que funda bien,2 huevos,300 mililitros de leche (1¼ tazas),1 pizca de nuez moscada,1 pellizco de sal,1 nuez de mantequilla,80 gramos de queso rallado|1.0|9.0|9.0
66288|Recetas de Aperitivos y tapas|Receta de pinchos de pollo al curry con quinoa|5.0|baja|4.0|1h 30m|Entrante|https://www.recetasgratis.net/receta-de-pinchos-de-pollo-al-curry-con-quinoa-66288.html|2|5|2018-02-09|4 pechugas de pollo fileteadas,2 cucharadas soperas de pasta de curry verde,60 mililitros de crema de coco,300 gramos de quinoa,500 mililitros de agua o caldo para cocer la quinoa,1 cucharada sopera de jengibre rallado,1 manojo de perejil o perejil picado,2 cebollas tiernas picadas,2 cucharadas soperas de aceite de sésamo,hojas de menta para decorar|1.0|10.0|10.0
65162|Recetas de Aperitivos y tapas|Receta de champiñones con ajo y vino blanco|5.0|baja|2.0|45m|Acompañamiento|https://www.recetasgratis.net/receta-de-champinones-con-ajo-y-vino-blanco-65162.html|3|5|2018-02-14|500 gramos de champiñón,1 cabeza de ajos,1 vaso de vino blanco,1 pizca de sal,1 pellizco de pimienta negra,1 chorro de aceite de oliva virgen extra|1.0|6.0|6.0
65261|Recetas de Aperitivos y tapas|Receta de hojaldre de espinacas y queso de cabra paso a paso||baja|4.0|45m|Entrante|https://www.recetasgratis.net/receta-de-hojaldre-de-espinacas-y-queso-de-cabra-paso-a-paso-65261.html|0|0|2018-02-02|300 gramos de espinacas congeladas,100 gramos de gambas,1 rulo de queso de cabra,6 lonchas de queso,30 gramos de queso rallado,1 pellizco de pimienta negra,1 pellizco de ajo molido,1 pizca de sal,1 lámina de hojaldre|1.0|9.0|9.0
65640|Recetas de Aperitivos y tapas|Receta de croquetas de calabacín y zanahoria|4.5|baja|4.0|45m|Entrante|https://www.recetasgratis.net/receta-de-croquetas-de-calabacin-y-zanahoria-65640.html|5|5|2018-02-14|1 calabacín,2 zanahorias,2 dientes de ajo,1 chorro de aceite de oliva,1 taza de leche (240 mililitros),3 cucharadas soperas de harina,1 pizca de sal,1 pizca de pimienta negra molida,1 pizca de nuez moscada molida,2 tazas de pan rallado,1 huevo,350 mililitros de aceite para freir,2 cucharadas soperas de queso gouda|1.0|13.0|13.0
65674|Recetas de Aperitivos y tapas|Receta de empanadillas al horno de champiñones|5.0|baja|6.0|1h 30m|Entrante|https://www.recetasgratis.net/receta-de-empanadillas-al-horno-de-champinones-65674.html|3|5|2018-02-14|2 láminas de masa de hojaldre,300 gramos de champiñón,1 cebolla,1 zanahoria,2 dientes de ajo,1 pizca de sal,2 cucharadas soperas de aceite,½ taza de queso rallado (yo he utilizado queso vegano)|1.0|8.0|8.0
65494|Recetas de Aperitivos y tapas|Receta de guacamole con granada||baja|4.0|10m|Acompañamiento|https://www.recetasgratis.net/receta-de-guacamole-con-granada-65494.html|0|0|2018-02-14|3 aguacates maduros pequeños o 2 grandes,½ cebolla roja no muy grande,½ granada,1 lima (zumo) o medio limón,½ chile verde,1 cucharada sopera de perejil fresco (grande),sal al gusto|1.0|7.0|7.0
